fas_id;name;address;postcode;latitude;longitude;local_authority
34;Bellegarde-sur-Valserine;Bellegarde-sur-Valserine;01200;46.1067901755;5.83202736464;Ain
35;Belley;Belley;01300;45.7494697806;5.68412365526;Ain
36;Belleydoux;Belleydoux;01130;46.2530316409;5.78471723698;Ain
37;Belmont-Luthézieu;Belmont-Luthézieu;01260;45.8847475883;5.65115788055;Ain
38;Belmont-Luthézieu;Belmont-Luthézieu;01260;45.8847475883;5.65115788055;Ain
39;Bénonces;Bénonces;01470;45.8374974718;5.48285330863;Ain
40;Bény;Bény;01370;46.3188629218;5.28253433405;Ain
41;Béon;Béon;01350;45.8568920052;5.75220315052;Ain
42;Béréziat;Béréziat;01340;46.3674371012;5.04021655965;Ain
43;Bettant;Bettant;01500;45.9368718303;5.36667617009;Ain
44;Bey;Bey;01290;46.2191748844;4.84642690241;Ain
45;Beynost;Beynost;01700;45.8390325448;4.99738002182;Ain
46;Billiat;Billiat;01200;46.0791346715;5.76591818163;Ain
47;Birieux;Birieux;01330;45.9533995502;5.03666479984;Ain
48;Biziat;Biziat;01290;46.2266794269;4.94084673168;Ain
49;Blyes;Blyes;01150;45.8469686113;5.25166055884;Ain
50;Boisse;La Boisse;01120;45.8446213549;5.02783224111;Ain
51;Boissey;Boissey;01190;46.3727973545;4.9989764059;Ain
52;Boissey;Boissey;01380;46.3727973545;4.9989764059;Ain
53;Bolozon;Bolozon;01450;46.1960338503;5.47095075411;Ain
54;Bouligneux;Bouligneux;01330;46.0232774841;4.99252709276;Ain
55;Bourg-en-Bresse;Bourg-en-Bresse;01000;46.2051520382;5.24602125501;Ain
56;Bourg-en-Bresse;Bourg-en-Bresse;01000;46.2051520382;5.24602125501;Ain
57;Bourg-Saint-Christophe;Bourg-Saint-Christophe;01800;45.8861934456;5.14349196896;Ain
58;Bourg-Saint-Christophe;Bourg-Saint-Christophe;01800;45.8861934456;5.14349196896;Ain
59;Boyeux-Saint-Jérôme;Boyeux-Saint-Jérôme;01640;46.0363677631;5.46322744717;Ain
60;Boz;Boz;01190;46.4051688134;4.9135797178;Ain
61;Brégnier-Cordon;Brégnier-Cordon;01300;45.6416854652;5.61653371;Ain
62;Brénaz;Brénaz;01260;45.9500082947;5.7371892334;Ain
63;Brénod;Brénod;01110;46.0759940484;5.61418361314;Ain
64;Brens;Brens;01300;45.7135069062;5.68998154517;Ain
65;Bressolles;Bressolles;01360;45.869423064;5.1009428902;Ain
66;Bressolles;Bressolles;01360;45.869423064;5.1009428902;Ain
67;Brion;Brion;01460;46.1686327301;5.54656422194;Ain
68;Briord;Briord;01470;45.7708330939;5.48537461884;Ain
69;Buellas;Buellas;01310;46.2104135162;5.14487465017;Ain
70;Buellas;Buellas;01310;46.2104135162;5.14487465017;Ain
71;Burbanche;La Burbanche;01510;45.8598709332;5.54609714598;Ain
72;Ceignes;Ceignes;01430;46.1256533435;5.49457379202;Ain
73;Cerdon;Cerdon;01450;46.0720202633;5.47577586118;Ain
74;Certines;Certines;01240;46.1337950959;5.26239539372;Ain
75;Cessy;Cessy;01170;46.315689376;6.0779844362;Ain
76;Ceyzériat;Ceyzériat;01250;46.1832170988;5.32007207542;Ain
77;Ceyzérieu;Ceyzérieu;01350;45.8335530148;5.71933090966;Ain
78;Chalamont;Chalamont;01320;46.0076491739;5.16936568;Ain
79;Chaleins;Chaleins;01480;46.0340545373;4.79853838574;Ain
80;Chaley;Chaley;01230;45.9533367734;5.53682505273;Ain
81;Challes-la-Montagne;Challes-la-Montagne;01450;46.1221539654;5.45755377201;Ain
82;Challex;Challex;01630;46.1768358327;5.97115092939;Ain
83;Champagne-en-Valromey;Champagne-en-Valromey;01260;45.9316447397;5.69321890072;Ain
84;Champagne-en-Valromey;Champagne-en-Valromey;01260;45.9316447397;5.69321890072;Ain
85;Champagne-en-Valromey;Champagne-en-Valromey;01260;45.9316447397;5.69321890072;Ain
86;Champdor-Corcelles;Champdor-Corcelles;01110;46.0198844188;5.60008759722;Ain
87;Champdor-Corcelles;Champdor-Corcelles;01110;46.0198844188;5.60008759722;Ain
88;Champfromier;Champfromier;01410;46.220365768;5.82233573131;Ain
89;Chanay;Chanay;01420;46.005695299;5.76893393185;Ain
90;Chaneins;Chaneins;01990;46.0934984191;4.85473364691;Ain
91;Chanoz-Châtenay;Chanoz-Châtenay;01400;46.1861812234;5.02807719246;Ain
92;Chapelle-du-Châtelard;La Chapelle-du-Châtelard;01240;46.0744536905;5.02162055898;Ain
93;Charix;Charix;01130;46.1856344066;5.6811896084;Ain
94;Charnoz-sur-Ain;Charnoz-sur-Ain;01800;45.8736786869;5.2211032563;Ain
95;Château-Gaillard;Château-Gaillard;01500;45.9730390239;5.30754273532;Ain
96;Châtenay;Châtenay;01320;46.0259402155;5.2048590395;Ain
97;Châtillon-en-Michaille;Châtillon-en-Michaille;01200;46.1293337743;5.770176021;Ain
98;Châtillon-en-Michaille;Châtillon-en-Michaille;01200;46.1293337743;5.770176021;Ain
99;Châtillon-en-Michaille;Châtillon-en-Michaille;01200;46.1293337743;5.770176021;Ain
100;Châtillon-la-Palud;Châtillon-la-Palud;01320;45.9748017433;5.2416027725;Ain
101;Châtillon-sur-Chalaronne;Châtillon-sur-Chalaronne;01400;46.1232390685;4.95810003714;Ain
102;Chavannes-sur-Reyssouze;Chavannes-sur-Reyssouze;01190;46.4379785193;5.00693749662;Ain
103;Nivigne et Suran;Nivigne et Suran;01250;46.2750157946;5.41649423093;Ain
104;Chaveyriat;Chaveyriat;01660;46.1991513767;5.0564069258;Ain
105;Chavornay;Chavornay;01510;45.8824049535;5.72499814516;Ain
106;Chazey-Bons;Chazey-Bons;01300;45.7925770617;5.68477063188;Ain
107;Chazey-sur-Ain;Chazey-sur-Ain;01150;45.8929448968;5.25528498524;Ain
108;Cheignieu-la-Balme;Cheignieu-la-Balme;01510;45.8227204334;5.6050023969;Ain
109;Chevillard;Chevillard;01430;46.1103512578;5.58116056005;Ain
110;Chevroux;Chevroux;01190;46.38249255;4.96288275972;Ain
111;Chevry;Chevry;01170;46.283152935;6.04707941462;Ain
112;Chézery-Forens;Chézery-Forens;01200;46.222573373;5.87248105275;Ain
113;Chézery-Forens;Chézery-Forens;01410;46.222573373;5.87248105275;Ain
114;Civrieux;Civrieux;01390;45.922467454;4.88633786877;Ain
115;Cize;Cize;01250;46.2003848172;5.45082526739;Ain
116;Cleyzieu;Cleyzieu;01230;45.902146623;5.43272695486;Ain
117;Coligny;Coligny;01270;46.3866637865;5.3308227014;Ain
118;Collonges;Collonges;01550;46.1419227898;5.90040256654;Ain
119;Colomieu;Colomieu;01300;45.7361469025;5.62670101041;Ain
120;Conand;Conand;01230;45.8834810846;5.47541328981;Ain
121;Condamine;Condamine;01430;46.105831161;5.55568206762;Ain
122;Condeissiat;Condeissiat;01400;46.1538469834;5.08437171701;Ain
123;Confort;Confort;01200;46.1543700156;5.83319395258;Ain
124;Confrançon;Confrançon;01310;46.270304175;5.05775217893;Ain
125;Contrevoz;Contrevoz;01300;45.8009403071;5.62087768159;Ain
126;Conzieu;Conzieu;01300;45.7253102173;5.60442351043;Ain
127;Corbonod;Corbonod;01420;45.9659473187;5.78961970355;Ain
128;Corlier;Corlier;01110;46.0336885573;5.49635755029;Ain
129;Cormaranche-en-Bugey;Cormaranche-en-Bugey;01110;45.9442772826;5.60860828487;Ain
130;Cormoranche-sur-Saône;Cormoranche-sur-Saône;01290;46.2403530179;4.8276569593;Ain
131;Cormoz;Cormoz;01560;46.4336632942;5.22181275755;Ain
132;Corveissiat;Corveissiat;01250;46.2505107235;5.47152467919;Ain
133;Courmangoux;Courmangoux;01370;46.3267864521;5.35558241812;Ain
134;Courtes;Courtes;01560;46.4570082032;5.11128546723;Ain
135;Crans;Crans;01320;45.9663793103;5.19490390871;Ain
136;Cras-sur-Reyssouze;Cras-sur-Reyssouze;01340;46.3130831891;5.17796707174;Ain
137;Cressin-Rochefort;Cressin-Rochefort;01350;45.7826434885;5.76546256637;Ain
138;Crottet;Crottet;01290;46.283072336;4.87747971182;Ain
139;Crottet;Crottet;01750;46.283072336;4.87747971182;Ain
140;Crozet;Crozet;01170;46.2915659686;5.99510417092;Ain
141;Cruzilles-lès-Mépillat;Cruzilles-lès-Mépillat;01290;46.2220588715;4.8752193513;Ain
142;Culoz;Culoz;01350;45.8559966843;5.78398308932;Ain
143;Curciat-Dongalon;Curciat-Dongalon;01560;46.4885456881;5.16344336837;Ain
144;Curtafond;Curtafond;01310;46.273150382;5.1020896267;Ain
145;Cuzieu;Cuzieu;01300;45.8200002803;5.6765554896;Ain
146;Dagneux;Dagneux;01120;45.8531616918;5.07289166803;Ain
147;Divonne-les-Bains;Divonne-les-Bains;01220;46.3756333495;6.1158647611;Ain
148;Dommartin;Dommartin;01380;46.33627762;4.99863894;Ain
149;Dompierre-sur-Veyle;Dompierre-sur-Veyle;01240;46.0667883703;5.21665199666;Ain
150;Dompierre-sur-Chalaronne;Dompierre-sur-Chalaronne;01400;46.1415406621;4.90141714714;Ain
151;Domsure;Domsure;01270;46.4244066427;5.29313479651;Ain
152;Dortan;Dortan;01590;46.3133221173;5.64146584117;Ain
153;Douvres;Douvres;01500;45.984297392;5.37106901673;Ain
154;Drom;Drom;01250;46.2196603059;5.36799994918;Ain
155;Druillat;Druillat;01160;46.067579544;5.29361666429;Ain
156;Échallon;Échallon;01130;46.2271364137;5.73330448395;Ain
157;Échenevex;Échenevex;01170;46.3160845207;6.01926187996;Ain
158;Étrez;Étrez;01340;46.3380891758;5.19286414645;Ain
159;Évosges;Évosges;01230;45.965147537;5.50283599885;Ain
160;Faramans;Faramans;01800;45.9104942091;5.1249258559;Ain
161;Fareins;Fareins;01480;46.020997974;4.7620080898;Ain
162;Farges;Farges;01550;46.166230455;5.90019477201;Ain
163;Feillens;Feillens;01570;46.3365833672;4.88507050971;Ain
164;Ferney-Voltaire;Ferney-Voltaire;01210;46.2519789243;6.10826403805;Ain
165;Flaxieu;Flaxieu;01350;45.8113298005;5.74459048839;Ain
166;Foissiat;Foissiat;01340;46.3784759782;5.18483641417;Ain
167;Francheleins;Francheleins;01090;46.0735946256;4.81293575559;Ain
168;Francheleins;Francheleins;01090;46.0735946256;4.81293575559;Ain
169;Francheleins;Francheleins;01090;46.0735946256;4.81293575559;Ain
170;Frans;Frans;01480;45.9939065077;4.78033196905;Ain
171;Garnerans;Garnerans;01140;46.2136224825;4.82843188743;Ain
172;Genouilleux;Genouilleux;01090;46.1201611728;4.79288195016;Ain
173;Béard-Géovreissiat;Béard-Géovreissiat;01460;46.1896733539;5.55139781353;Ain
174;Géovreisset;Géovreisset;01100;46.2508621615;5.61271973915;Ain
175;Germagnat;Germagnat;01250;46.3054983344;5.45012798616;Ain
176;Gex;Gex;01170;46.3471891747;6.04650555568;Ain
177;Giron;Giron;01130;46.2227121191;5.78049809256;Ain
178;Gorrevod;Gorrevod;01190;46.414943437;4.95120595427;Ain
179;Grand-Corent;Grand-Corent;01250;46.207387937;5.43318666027;Ain
180;Grièges;Grièges;01290;46.2633634407;4.84621318847;Ain
181;Grilly;Grilly;01220;46.3318810665;6.11366767978;Ain
182;Groissiat;Groissiat;01100;46.2260039429;5.61095413441;Ain
183;Guéreins;Guéreins;01090;46.106624674;4.78159420118;Ain
184;Hautecourt-Romanèche;Hautecourt-Romanèche;01250;46.1611241927;5.42944457639;Ain
185;Hautecourt-Romanèche;Hautecourt-Romanèche;01250;46.1611241927;5.42944457639;Ain
186;Hauteville-Lompnes;Hauteville-Lompnes;01110;45.9696520061;5.57627261783;Ain
187;Hostiaz;Hostiaz;01110;45.9061631889;5.54077986031;Ain
188;Haut Valromey;Haut Valromey;01260;46.0317412192;5.70267027388;Ain
189;Haut Valromey;Haut Valromey;01260;46.0317412192;5.70267027388;Ain
190;Haut Valromey;Haut Valromey;01260;46.0317412192;5.70267027388;Ain
191;Haut Valromey;Haut Valromey;01260;46.0317412192;5.70267027388;Ain
192;Illiat;Illiat;01140;46.1866986838;4.88840344003;Ain
193;Injoux-Génissiat;Injoux-Génissiat;01200;46.0497734524;5.75991363273;Ain
194;Injoux-Génissiat;Injoux-Génissiat;01200;46.0497734524;5.75991363273;Ain
195;Innimond;Innimond;01680;45.7919647191;5.57389398559;Ain
196;Izenave;Izenave;01430;46.0381623415;5.52447901164;Ain
197;Izernore;Izernore;01580;46.2179780137;5.56258251719;Ain
198;Izieu;Izieu;01300;45.6557496407;5.63909140794;Ain
199;Jassans-Riottier;Jassans-Riottier;01480;45.9777239103;4.75984637871;Ain
200;Jasseron;Jasseron;01250;46.2150037064;5.31215372338;Ain
201;Jayat;Jayat;01340;46.3660828991;5.11429701617;Ain
202;Journans;Journans;01250;46.1464982407;5.33452833151;Ain
203;Joyeux;Joyeux;01800;45.9499899849;5.10261326872;Ain
204;Jujurieux;Jujurieux;01640;46.0497041467;5.41094771899;Ain
205;Labalme;Labalme;01450;46.0932491295;5.49438685213;Ain
206;Lagnieu;Lagnieu;01150;45.8917015798;5.32917518895;Ain
207;Laiz;Laiz;01290;46.2469919709;4.89933490972;Ain
208;Poizat-Lalleyriat;Le Poizat-Lalleyriat;01130;46.1479592076;5.71829194244;Ain
209;Poizat-Lalleyriat;Le Poizat-Lalleyriat;01130;46.1479592076;5.71829194244;Ain
210;Lancrans;Lancrans;01200;46.1323202721;5.84050985141;Ain
211;Lantenay;Lantenay;01430;46.0544405897;5.54127421165;Ain
212;Lapeyrouse;Lapeyrouse;01330;45.9859131165;4.98196682865;Ain
213;Lavours;Lavours;01350;45.8108837933;5.77267317838;Ain
214;Léaz;Léaz;01200;46.1086518044;5.87649017888;Ain
215;Lélex;Lélex;01410;46.2855010936;5.92927713771;Ain
216;Lent;Lent;01240;46.1160216305;5.20200684747;Ain
217;Lescheroux;Lescheroux;01560;46.4114892731;5.15107164478;Ain
218;Leyment;Leyment;01150;45.9269989549;5.2947657235;Ain
219;Leyssard;Leyssard;01450;46.1624187428;5.47633297491;Ain
220;Lhôpital;Lhôpital;01420;46.0238143134;5.76236736492;Ain
221;Lhuis;Lhuis;01680;45.7444141403;5.53602066955;Ain
222;Lochieu;Lochieu;01260;45.9302479879;5.7413126836;Ain
223;Lompnas;Lompnas;01680;45.8105943351;5.52320457866;Ain
224;Lompnieu;Lompnieu;01260;45.9690865613;5.65968816497;Ain
225;Loyettes;Loyettes;01360;45.7921564114;5.21770971647;Ain
226;Lurcy;Lurcy;01090;46.061730034;4.78075207026;Ain
227;Magnieu;Magnieu;01300;45.7754050255;5.71540945601;Ain
228;Maillat;Maillat;01430;46.1201642836;5.52854394238;Ain
229;Malafretaz;Malafretaz;01340;46.3295545661;5.14386299599;Ain
230;Mantenay-Montlin;Mantenay-Montlin;01560;46.4302754511;5.10675899732;Ain
231;Manziat;Manziat;01570;46.3643830585;4.90242777155;Ain
232;Marboz;Marboz;01851;46.3434312497;5.24374534963;Ain
233;Marchamp;Marchamp;01680;45.7738495266;5.54985181107;Ain
234;Marignieu;Marignieu;01300;45.8010384947;5.71570352924;Ain
235;Marlieux;Marlieux;01240;46.0549073186;5.0741150816;Ain
236;Marsonnas;Marsonnas;01340;46.3409117711;5.06434294764;Ain
237;Martignat;Martignat;01100;46.2030768095;5.61384033805;Ain
238;Massieux;Massieux;01600;45.9094016817;4.82779660051;Ain
239;Massignieu-de-Rives;Massignieu-de-Rives;01300;45.7571503942;5.7620535823;Ain
240;Matafelon-Granges;Matafelon-Granges;01580;46.2565319445;5.53958933702;Ain
241;Matafelon-Granges;Matafelon-Granges;01580;46.2565319445;5.53958933702;Ain
242;Meillonnas;Meillonnas;01370;46.244997627;5.33594738489;Ain
243;Mérignat;Mérignat;01450;46.0648564341;5.44210660051;Ain
244;Messimy-sur-Saône;Messimy-sur-Saône;01480;46.0472670758;4.75935643933;Ain
245;Meximieux;Meximieux;01800;45.9060530318;5.20404833653;Ain
246;Bohas-Meyriat-Rignat;Bohas-Meyriat-Rignat;01250;46.1427060662;5.3780109646;Ain
247;Bohas-Meyriat-Rignat;Bohas-Meyriat-Rignat;01250;46.1427060662;5.3780109646;Ain
248;Bohas-Meyriat-Rignat;Bohas-Meyriat-Rignat;01250;46.1427060662;5.3780109646;Ain
249;Mézériat;Mézériat;01660;46.2423102101;5.04725416984;Ain
250;Mijoux;Mijoux;01170;46.3622451724;6.00902631941;Ain
251;Mijoux;Mijoux;01410;46.3622451724;6.00902631941;Ain
252;Mionnay;Mionnay;01390;45.8955939299;4.92416967439;Ain
253;Miribel;Miribel;01700;45.8442099203;4.94106746787;Ain
254;Miribel;Miribel;01700;45.8442099203;4.94106746787;Ain
255;Miribel;Miribel;01700;45.8442099203;4.94106746787;Ain
256;Misérieux;Misérieux;01600;45.9762325343;4.81028471711;Ain
257;Mogneneins;Mogneneins;01140;46.1446696076;4.820110702;Ain
258;Montagnat;Montagnat;01250;46.1686969123;5.27962107938;Ain
259;Montagnieu;Montagnieu;01470;45.799449019;5.46428608859;Ain
260;Montanges;Montanges;01200;46.17325293;5.79006091307;Ain
261;Montceaux;Montceaux;01090;46.0962893261;4.80453564172;Ain
262;Montcet;Montcet;01310;46.219333227;5.11149132074;Ain
263;Montellier;Le Montellier;01800;45.9287482486;5.07092815964;Ain
264;Monthieux;Monthieux;01390;45.9622791838;4.94555984534;Ain
265;Montluel;Montluel;01120;45.8909006209;5.01987566185;Ain
266;Montluel;Montluel;01120;45.8909006209;5.01987566185;Ain
267;Montluel;Montluel;01120;45.8909006209;5.01987566185;Ain
268;Montmerle-sur-Saône;Montmerle-sur-Saône;01090;46.0849573236;4.7608579486;Ain
269;Montracol;Montracol;01310;46.1867200301;5.11706011755;Ain
270;Montréal-la-Cluse;Montréal-la-Cluse;01460;46.1795688194;5.59510550127;Ain
271;Montrevel-en-Bresse;Montrevel-en-Bresse;01340;46.3252811442;5.11295966315;Ain
272;Nurieux-Volognat;Nurieux-Volognat;01460;46.1830720992;5.51435812316;Ain
273;Nurieux-Volognat;Nurieux-Volognat;01460;46.1830720992;5.51435812316;Ain
274;Murs-et-Gélignieux;Murs-et-Gélignieux;01300;45.6420014274;5.66039684889;Ain
275;Nantua;Nantua;01130;46.1537845403;5.61352793799;Ain
276;Nantua;Nantua;01460;46.1537845403;5.61352793799;Ain
277;Neuville-les-Dames;Neuville-les-Dames;01400;46.1567753049;5.00942432434;Ain
278;Neuville-sur-Ain;Neuville-sur-Ain;01160;46.0909654813;5.37349784691;Ain
279;Neyrolles;Les Neyrolles;01130;46.1342937114;5.63714517869;Ain
280;Neyron;Neyron;01700;45.8184192468;4.9309045685;Ain
281;Niévroz;Niévroz;01120;45.8222941077;5.05949629195;Ain
282;Nivollet-Montgriffon;Nivollet-Montgriffon;01230;45.9999448244;5.45847815374;Ain
283;Oncieu;Oncieu;01230;45.9651165469;5.47146617499;Ain
284;Ordonnaz;Ordonnaz;01510;45.8339690378;5.5395794296;Ain
285;Ornex;Ornex;01210;46.2774557513;6.09454723599;Ain
286;Outriaz;Outriaz;01430;46.067796636;5.55697547429;Ain
287;Oyonnax;Oyonnax;01100;46.2605435859;5.65344320923;Ain
288;Oyonnax;Oyonnax;01100;46.2605435859;5.65344320923;Ain
289;Oyonnax;Oyonnax;01100;46.2605435859;5.65344320923;Ain
290;Ozan;Ozan;01190;46.3867168877;4.91805840196;Ain
291;Parcieux;Parcieux;01600;45.9184267932;4.82747423402;Ain
292;Parves et Nattages;Parves et Nattages;01300;45.7437340183;5.73800737134;Ain
293;Parves et Nattages;Parves et Nattages;01300;45.7437340183;5.73800737134;Ain
294;Péron;Péron;01630;46.1913554154;5.91968751164;Ain
295;Péronnas;Péronnas;01960;46.1711903413;5.21802169564;Ain
296;Pérouges;Pérouges;01800;45.8803945768;5.17955874977;Ain
297;Perrex;Perrex;01540;46.2465065604;4.97464940331;Ain
298;Peyriat;Peyriat;01430;46.1498184067;5.50572312284;Ain
299;Peyrieu;Peyrieu;01300;45.6762428663;5.67912809192;Ain
300;Peyzieux-sur-Saône;Peyzieux-sur-Saône;01140;46.1226331853;4.82243226719;Ain
301;Pirajoux;Pirajoux;01270;46.385801285;5.27417594024;Ain
302;Pizay;Pizay;01120;45.8928509581;5.08915465965;Ain
303;Plagne;Plagne;01130;46.1883038423;5.71763811249;Ain
304;Plantay;Le Plantay;01330;46.0230264227;5.08912046926;Ain
305;Polliat;Polliat;01310;46.2463108642;5.13794412439;Ain
306;Pollieu;Pollieu;01350;45.7965373468;5.74794515549;Ain
307;Poncin;Poncin;01450;46.089530586;5.41681266947;Ain
308;Pont-d'Ain;Pont-d'Ain;01160;46.0542077091;5.34703652618;Ain
309;Pont-de-Vaux;Pont-de-Vaux;01190;46.4422864477;4.92862459427;Ain
310;Pont-de-Veyle;Pont-de-Veyle;01290;46.2637215091;4.88186068102;Ain
311;Port;Port;01460;46.155963139;5.57615832883;Ain
312;Pougny;Pougny;01550;46.1450914685;5.95100479291;Ain
313;Pouillat;Pouillat;01250;46.3219301481;5.42318000482;Ain
314;Prémeyzel;Prémeyzel;01300;45.6806263123;5.64396081449;Ain
315;Prémillieu;Prémillieu;01110;45.876457149;5.56475010385;Ain
316;Prévessin-Moëns;Prévessin-Moëns;01280;46.25827228;6.07223251859;Ain
317;Prévessin-Moëns;Prévessin-Moëns;01280;46.25827228;6.07223251859;Ain
318;Priay;Priay;01160;46.0197521486;5.28523353803;Ain
319;Pugieu;Pugieu;01510;45.8176794806;5.64970405499;Ain
320;Ramasse;Ramasse;01250;46.1905550894;5.35572056985;Ain
321;Rancé;Rancé;01390;45.9673905154;4.86343025951;Ain
322;Relevant;Relevant;01990;46.0843657897;4.94176845356;Ain
323;Replonges;Replonges;01750;46.3077356023;4.8746938271;Ain
324;Revonnas;Revonnas;01250;46.1615355815;5.33543916388;Ain
325;Reyrieux;Reyrieux;01600;45.9367652442;4.82840395968;Ain
326;Reyssouze;Reyssouze;01190;46.4285569061;4.91285056272;Ain
327;Rignieux-le-Franc;Rignieux-le-Franc;01800;45.9518762734;5.16936671105;Ain
328;Romans;Romans;01400;46.1237520756;5.0217131176;Ain
329;Rossillon;Rossillon;01510;45.8363854589;5.59926863007;Ain
330;Ruffieu;Ruffieu;01260;46.0037108867;5.65322391497;Ain
331;Saint-Alban;Saint-Alban;01450;46.0983335519;5.45573839846;Ain
332;Saint-André-de-Bâgé;Saint-André-de-Bâgé;01380;46.298541568;4.91411565769;Ain
333;Saint-André-de-Corcy;Saint-André-de-Corcy;01390;45.927001954;4.95373324492;Ain
334;Saint-André-d'Huiriat;Saint-André-d'Huiriat;01290;46.2140960915;4.91291358797;Ain
335;Saint-André-le-Bouchoux;Saint-André-le-Bouchoux;01240;46.1131399612;5.0802376895;Ain
336;Saint-André-sur-Vieux-Jonc;Saint-André-sur-Vieux-Jonc;01960;46.1492410532;5.14175200148;Ain
337;Saint-Bénigne;Saint-Bénigne;01190;46.4519173207;4.95309825903;Ain
338;Groslée-Saint-Benoit;Groslée-Saint-Benoit;01300;45.6891842277;5.5843972561;Ain
339;Groslée-Saint-Benoit;Groslée-Saint-Benoit;01680;45.6891842277;5.5843972561;Ain
340;Saint-Bernard;Saint-Bernard;01600;45.9493830581;4.74276628471;Ain
341;Saint-Champ;Saint-Champ;01300;45.7825741014;5.7326531461;Ain
342;Sainte-Croix;Sainte-Croix;01120;45.895522477;5.04935536228;Ain
343;Saint-Cyr-sur-Menthon;Saint-Cyr-sur-Menthon;01380;46.2754005606;4.96757105158;Ain
344;Saint-Denis-lès-Bourg;Saint-Denis-lès-Bourg;01000;46.2111998453;5.18462806771;Ain
345;Saint-Denis-en-Bugey;Saint-Denis-en-Bugey;01500;45.9488551151;5.32367701698;Ain
346;Saint-Didier-d'Aussiat;Saint-Didier-d'Aussiat;01340;46.3069992095;5.05820697692;Ain
347;Saint-Didier-de-Formans;Saint-Didier-de-Formans;01600;45.9564926067;4.77766764875;Ain
348;Saint-Didier-sur-Chalaronne;Saint-Didier-sur-Chalaronne;01140;46.1840408682;4.81645666173;Ain
349;Saint-Éloi;Saint-Éloi;01800;45.9322494861;5.15187041178;Ain
350;Saint-Étienne-du-Bois;Saint-Étienne-du-Bois;01370;46.2749447261;5.28428557632;Ain
351;Saint-Étienne-sur-Chalaronne;Saint-Étienne-sur-Chalaronne;01140;46.1468059584;4.86696454244;Ain
352;Saint-Étienne-sur-Reyssouze;Saint-Étienne-sur-Reyssouze;01190;46.4030398952;5.00605581573;Ain
353;Sainte-Euphémie;Sainte-Euphémie;01600;45.9669798317;4.79478189169;Ain
354;Saint-Genis-Pouilly;Saint-Genis-Pouilly;01630;46.254539333;6.0362907345;Ain
355;Saint-Genis-sur-Menthon;Saint-Genis-sur-Menthon;01380;46.2815955593;5.01311826405;Ain
356;Saint-Georges-sur-Renon;Saint-Georges-sur-Renon;01400;46.1037951263;5.03001967494;Ain
357;Saint-Germain-de-Joux;Saint-Germain-de-Joux;01130;46.1821955394;5.74672259773;Ain
358;Saint-Germain-les-Paroisses;Saint-Germain-les-Paroisses;01300;45.7709749249;5.61753440834;Ain
359;Saint-Germain-sur-Renon;Saint-Germain-sur-Renon;01240;46.0797285417;5.06090903982;Ain
